code_1c,description,print_name,sku,reference,group,item_type,vat_rate,uom,hs_code
00-00002705,Tibia Distal Medial Combinated Locking plate 11h L Ti,Tibia Distal Medial Combinated Locking plate 11h L Ti,4211.0511,Tibia Distal Medial Combinated Locking plate 11h L Ti,ZMD Plates,Հատ,Без НДС,հատ,9021
00-00002706,Tibia Distal Medial Combinated Locking plate 13h R Ti,Tibia Distal Medial Combinated Locking plate 13h R Ti,4212.0513,Tibia Distal Medial Combinated Locking plate 13h R Ti,ZMD Plates,Հատ,Без НДС,հատ,9021
00-00002707,Tibia Distal Medial Combinated Locking plate 13h L Ti,Tibia Distal Medial Combinated Locking plate 13h L Ti,4211.0513,Tibia Distal Medial Combinated Locking plate 13h L Ti,ZMD Plates,Հատ,Без НДС,հատ,9021
00-00002708,Tibia Distal Medial Combinated Locking plate-II 11h R Ti,Tibia Distal Medial Combinated Locking plate-II 11h R Ti,2212.0511,Tibia Distal Medial Combinated Locking plate-II 11h R Ti,ZMD Plates,Հատ,Без НДС,հատ,9021
00-00002709,Tibia Distal Medial Combinated Locking plate-II 11h L Ti,Tibia Distal Medial Combinated Locking plate-II 11h L Ti,2211.0511,Tibia Distal Medial Combinated Locking plate-II 11h L Ti,ZMD Plates,Հատ,Без НДС,հատ,9021
00-00002710,Tibia Distal Medial Combinated Locking plate-II 13h R Ti,Tibia Distal Medial Combinated Locking plate-II 13h R Ti,2212.0513,Tibia Distal Medial Combinated Locking plate-II 13h R Ti,ZMD Plates,Հատ,Без НДС,հատ,9021
00-00002711,Tibia Distal Medial Combinated Locking plate-II 13h L Ti,Tibia Distal Medial Combinated Locking plate-II 13h L Ti,2211.0513,Tibia Distal Medial Combinated Locking plate-II 13h L Ti,ZMD Plates,Հատ,Без НДС,հատ,9021
00-00002712,Radius Distal Small T Locking Plate 4h T,Radius Distal Small T Locking Plate 4h T,2213.1104,Radius Distal Small T Locking Plate 4h T,ZMD Plates,Հատ,Без НДС,հատ,9021
00-00002713,Radius Distal Small T Locking Plate 5h T,Radius Distal Small T Locking Plate 5h T,2213.1105,Radius Distal Small T Locking Plate 5h T,ZMD Plates,Հատ,Без НДС,հատ,9021
00-00002714,JUST Hip Instrument Set N2․1,JUST Hip Instrument Set N2․1,10005․1,JUST Hip Instrument Set N2․1,JUST,Հատ,Без НДС,հատ,9021
00-00002715,JUST Hip Instrument Set N3․1,JUST Hip Instrument Set N3․1,10006․1,JUST Hip Instrument Set N3․1,JUST,Հատ,Без НДС,հատ,9021
00-00002717,Distal Lateral Tibial Locking Plate LEFT 13holes,Distal Lateral Tibial Locking Plate LEFT 13holes,3010261013,Distal Lateral Tibial Locking Plate LEFT 13holes,Boneunion,Հատ,Без НДС,հատ,9021
00-00002718,Femoral Stem-BC4 10,Femoral Stem-BC4 10,3514-02100,Femoral Stem-BC4 10,Chunli Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002719,Femoral Stem-BC4 14,Femoral Stem-BC4 14,3514-02140,Femoral Stem-BC4 14,Chunli Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002720,Acetabular cup G-20 - 62,Acetabular cup G-20 - 62,3149-01620,Acetabular cup G-20 - 62,Chunli Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002721,Acetabular cup G-20 - 64,Acetabular cup G-20 - 64,3149-01640,Acetabular cup G-20 - 64,Chunli Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002722,Cemented Cup-HXLPE with 32head 58,Cemented Cup-HXLPE with 32head 58,3170-28580,Cemented Cup-HXLPE with 32head 58,Chunli Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002723,Cemented Cup-HXLPE with 32head 60,Cemented Cup-HXLPE with 32head 60,3170-28600,Cemented Cup-HXLPE with 32head 60,Chunli Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002724,Femoral Head-T 22/9,Femoral Head-T 22/9,3210-19220,Femoral Head-T 22/9,Chunli Hip,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002832,Tibial Tray-XN(R) 2#,Tibial Tray-XN(R) 2#,5171-01020,Tibial Tray-XN(R) 2#,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002833,Tibial Tray-XN(R) 3#,Tibial Tray-XN(R) 3#,5171-01030,Tibial Tray-XN(R) 3#,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002834,Tibial Tray-XN(R) 4#,Tibial Tray-XN(R) 4#,5171-01040,Tibial Tray-XN(R) 4#,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002835,Tibial Tray-XN(R) 5#,Tibial Tray-XN(R) 5#,5171-01050,Tibial Tray-XN(R) 5#,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002836,Tibial Tray-XN(R) 6#,Tibial Tray-XN(R) 6#,5171-01060,Tibial Tray-XN(R) 6#,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002837,Tibial Tray-XN(R) 7#,Tibial Tray-XN(R) 7#,5171-01070,Tibial Tray-XN(R) 7#,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002819,Tibial Insert-XN(R-CCK) 2#3#4#-9mm,Tibial Insert-XN(R-CCK) 2#3#4#-9mm,5271-09031,Tibial Insert-XN(R-CCK) 2#3#4#-9mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002814,Tibial Insert-XN(R-CCK) 2#3#4#-11mm,Tibial Insert-XN(R-CCK) 2#3#4#-11mm,5271-11031,Tibial Insert-XN(R-CCK) 2#3#4#-11mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002815,Tibial Insert-XN(R-CCK) 2#3#4#-13mm,Tibial Insert-XN(R-CCK) 2#3#4#-13mm,5271-13031,Tibial Insert-XN(R-CCK) 2#3#4#-13mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002816,Tibial Insert-XN(R-CCK) 2#3#4#-15mm,Tibial Insert-XN(R-CCK) 2#3#4#-15mm,5271-15031,Tibial Insert-XN(R-CCK) 2#3#4#-15mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002817,Tibial Insert-XN(R-CCK) 2#3#4#-17mm,Tibial Insert-XN(R-CCK) 2#3#4#-17mm,5271-17031,Tibial Insert-XN(R-CCK) 2#3#4#-17mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002818,Tibial Insert-XN(R-CCK) 2#3#4#-19mm,Tibial Insert-XN(R-CCK) 2#3#4#-19mm,5271-19031,Tibial Insert-XN(R-CCK) 2#3#4#-19mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002825,Tibial Insert-XN(R-CCK) 5#6#-9mm,Tibial Insert-XN(R-CCK) 5#6#-9mm,5271-09051,Tibial Insert-XN(R-CCK) 5#6#-9mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002820,Tibial Insert-XN(R-CCK) 5#6#-11mm,Tibial Insert-XN(R-CCK) 5#6#-11mm,5271-11051,Tibial Insert-XN(R-CCK) 5#6#-11mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002821,Tibial Insert-XN(R-CCK) 5#6#-13mm,Tibial Insert-XN(R-CCK) 5#6#-13mm,5271-13051,Tibial Insert-XN(R-CCK) 5#6#-13mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002822,Tibial Insert-XN(R-CCK) 5#6#-15mm,Tibial Insert-XN(R-CCK) 5#6#-15mm,5271-15051,Tibial Insert-XN(R-CCK) 5#6#-15mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002823,Tibial Insert-XN(R-CCK) 5#6#-17mm,Tibial Insert-XN(R-CCK) 5#6#-17mm,5271-17051,Tibial Insert-XN(R-CCK) 5#6#-17mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002824,Tibial Insert-XN(R-CCK) 5#6#-19mm,Tibial Insert-XN(R-CCK) 5#6#-19mm,5271-19051,Tibial Insert-XN(R-CCK) 5#6#-19mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002831,Tibial Insert-XN(R-CCK) 7#-9mm,Tibial Insert-XN(R-CCK) 7#-9mm,5271-09071,Tibial Insert-XN(R-CCK) 7#-9mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002826,Tibial Insert-XN(R-CCK) 7#-11mm,Tibial Insert-XN(R-CCK) 7#-11mm,5271-11071,Tibial Insert-XN(R-CCK) 7#-11mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002827,Tibial Insert-XN(R-CCK) 7#-13mm,Tibial Insert-XN(R-CCK) 7#-13mm,5271-13071,Tibial Insert-XN(R-CCK) 7#-13mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002828,Tibial Insert-XN(R-CCK) 7#-15mm,Tibial Insert-XN(R-CCK) 7#-15mm,5271-15071,Tibial Insert-XN(R-CCK) 7#-15mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002829,Tibial Insert-XN(R-CCK) 7#-17mm,Tibial Insert-XN(R-CCK) 7#-17mm,5271-17071,Tibial Insert-XN(R-CCK) 7#-17mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002830,Tibial Insert-XN(R-CCK) 7#-19mm,Tibial Insert-XN(R-CCK) 7#-19mm,5271-19071,Tibial Insert-XN(R-CCK) 7#-19mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002743,Knee stem-ST  9-60mm,Knee stem-ST  9-60mm,5273-09060,Knee stem-ST  9-60mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002746,Knee stem-ST 10-60mm,Knee stem-ST 10-60mm,5273-10060,Knee stem-ST 10-60mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002749,Knee stem-ST 11-60mm,Knee stem-ST 11-60mm,5273-11060,Knee stem-ST 11-60mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002752,Knee stem-ST 12-60mm,Knee stem-ST 12-60mm,5273-12060,Knee stem-ST 12-60mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002755,Knee stem-ST 13-60mm,Knee stem-ST 13-60mm,5273-13060,Knee stem-ST 13-60mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002758,Knee stem-ST 14-60mm,Knee stem-ST 14-60mm,5273-14060,Knee stem-ST 14-60mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002760,Knee stem-ST 15-60mm,Knee stem-ST 15-60mm,5273-15060,Knee stem-ST 15-60mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002764,Knee stem-ST 16-60mm,Knee stem-ST 16-60mm,5273-16060,Knee stem-ST 16-60mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002741,Knee stem-ST  9-100mm,Knee stem-ST  9-100mm,5273-09100,Knee stem-ST  9-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002744,Knee stem-ST 10-100mm,Knee stem-ST 10-100mm,5273-10100,Knee stem-ST 10-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002747,Knee stem-ST 11-100mm,Knee stem-ST 11-100mm,5273-11100,Knee stem-ST 11-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002750,Knee stem-ST 12-100mm,Knee stem-ST 12-100mm,5273-12100,Knee stem-ST 12-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002753,Knee stem-ST 13-100mm,Knee stem-ST 13-100mm,5273-13100,Knee stem-ST 13-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002756,Knee stem-ST 14-100mm,Knee stem-ST 14-100mm,5273-14100,Knee stem-ST 14-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002759,Knee stem-ST 15-100mm,Knee stem-ST 15-100mm,5273-15100,Knee stem-ST 15-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002762,Knee stem-ST 16-100mm,Knee stem-ST 16-100mm,5273-16100,Knee stem-ST 16-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002742,Knee stem-ST  9-130mm,Knee stem-ST  9-130mm,5273-09130,Knee stem-ST  9-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002745,Knee stem-ST 10-130mm,Knee stem-ST 10-130mm,5273-10130,Knee stem-ST 10-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002748,Knee stem-ST 11-130mm,Knee stem-ST 11-130mm,5273-11130,Knee stem-ST 11-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002751,Knee stem-ST 12-130mm,Knee stem-ST 12-130mm,5273-12130,Knee stem-ST 12-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002754,Knee stem-ST 13-130mm,Knee stem-ST 13-130mm,5273-13130,Knee stem-ST 13-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002757,Knee stem-ST 14-130mm,Knee stem-ST 14-130mm,5273-14130,Knee stem-ST 14-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002761,Knee stem-ST 15-130mm,Knee stem-ST 15-130mm,5273-15130,Knee stem-ST 15-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002763,Knee stem-ST 16-130mm,Knee stem-ST 16-130mm,5273-16130,Knee stem-ST 16-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002725,Knee stem-OT  9-100mm,Knee stem-OT  9-100mm,5273-09103,Knee stem-OT  9-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002727,Knee stem-OT 10-100mm,Knee stem-OT 10-100mm,5273-10103,Knee stem-OT 10-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002729,Knee stem-OT 11-100mm,Knee stem-OT 11-100mm,5273-11103,Knee stem-OT 11-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002731,Knee stem-OT 12-100mm,Knee stem-OT 12-100mm,5273-12103,Knee stem-OT 12-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002733,Knee stem-OT 13-100mm,Knee stem-OT 13-100mm,5273-13103,Knee stem-OT 13-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002735,Knee stem-OT 14-100mm,Knee stem-OT 14-100mm,5273-14103,Knee stem-OT 14-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002737,Knee stem-OT 15-100mm,Knee stem-OT 15-100mm,5273-15103,Knee stem-OT 15-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002739,Knee stem-OT 16-100mm,Knee stem-OT 16-100mm,5273-16103,Knee stem-OT 16-100mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002726,Knee stem-OT  9-130mm,Knee stem-OT  9-130mm,5273-09133,Knee stem-OT  9-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002728,Knee stem-OT 10-130mm,Knee stem-OT 10-130mm,5273-10133,Knee stem-OT 10-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002730,Knee stem-OT 11-130mm,Knee stem-OT 11-130mm,5273-11133,Knee stem-OT 11-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002732,Knee stem-OT 12-130mm,Knee stem-OT 12-130mm,5273-12133,Knee stem-OT 12-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002734,Knee stem-OT 13-130mm,Knee stem-OT 13-130mm,5273-13133,Knee stem-OT 13-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002736,Knee stem-OT 14-130mm,Knee stem-OT 14-130mm,5273-14133,Knee stem-OT 14-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002738,Knee stem-OT 15-130mm,Knee stem-OT 15-130mm,5273-15133,Knee stem-OT 15-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002740,Knee stem-OT 16-130mm,Knee stem-OT 16-130mm,5273-16133,Knee stem-OT 16-130mm,Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002778,"Tibial Half Block(16°) 10mm, 2#, Left","Tibial Half Block(16°) 10mm, 2#, Left",5277-10021,"Tibial Half Block(16°) 10mm, 2#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002779,"Tibial Half Block(16°) 10mm, 2#, Right","Tibial Half Block(16°) 10mm, 2#, Right",5277-10022,"Tibial Half Block(16°) 10mm, 2#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002780,"Tibial Half Block(16°) 10mm, 3#, Left","Tibial Half Block(16°) 10mm, 3#, Left",5277-10031,"Tibial Half Block(16°) 10mm, 3#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002781,"Tibial Half Block(16°) 10mm, 3#, Right","Tibial Half Block(16°) 10mm, 3#, Right",5277-10032,"Tibial Half Block(16°) 10mm, 3#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002782,"Tibial Half Block(16°) 10mm, 4#, Left","Tibial Half Block(16°) 10mm, 4#, Left",5277-10041,"Tibial Half Block(16°) 10mm, 4#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002783,"Tibial Half Block(16°) 10mm, 4#, Right","Tibial Half Block(16°) 10mm, 4#, Right",5277-10042,"Tibial Half Block(16°) 10mm, 4#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002784,"Tibial Half Block(16°) 10mm, 5#, Left","Tibial Half Block(16°) 10mm, 5#, Left",5277-10051,"Tibial Half Block(16°) 10mm, 5#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002785,"Tibial Half Block(16°) 10mm, 5#, Right","Tibial Half Block(16°) 10mm, 5#, Right",5277-10052,"Tibial Half Block(16°) 10mm, 5#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002786,"Tibial Half Block(16°) 10mm, 6#, Left","Tibial Half Block(16°) 10mm, 6#, Left",5277-10061,"Tibial Half Block(16°) 10mm, 6#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002787,"Tibial Half Block(16°) 10mm, 6#, Right","Tibial Half Block(16°) 10mm, 6#, Right",5277-10062,"Tibial Half Block(16°) 10mm, 6#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002788,"Tibial Half Block(16°) 10mm, 7#, Left","Tibial Half Block(16°) 10mm, 7#, Left",5277-10071,"Tibial Half Block(16°) 10mm, 7#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002789,"Tibial Half Block(16°) 10mm, 7#, Right","Tibial Half Block(16°) 10mm, 7#, Right",5277-10072,"Tibial Half Block(16°) 10mm, 7#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002801,"Tibial Half Block(flat) 5mm, 2#, Left","Tibial Half Block(flat) 5mm, 2#, Left",5278-05021,"Tibial Half Block(flat) 5mm, 2#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002804,"Tibial Half Block(flat) 5mm, 3#, Left","Tibial Half Block(flat) 5mm, 3#, Left",5278-05031,"Tibial Half Block(flat) 5mm, 3#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002806,"Tibial Half Block(flat) 5mm, 4#, Left","Tibial Half Block(flat) 5mm, 4#, Left",5278-05041,"Tibial Half Block(flat) 5mm, 4#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002808,"Tibial Half Block(flat) 5mm, 5#, Left","Tibial Half Block(flat) 5mm, 5#, Left",5278-05051,"Tibial Half Block(flat) 5mm, 5#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002810,"Tibial Half Block(flat) 5mm, 6#, Left","Tibial Half Block(flat) 5mm, 6#, Left",5278-05061,"Tibial Half Block(flat) 5mm, 6#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002812,"Tibial Half Block(flat) 5mm, 7#, Left","Tibial Half Block(flat) 5mm, 7#, Left",5278-05071,"Tibial Half Block(flat) 5mm, 7#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002803,"Tibial Half Block(flat) 5mm, 2#, Right","Tibial Half Block(flat) 5mm, 2#, Right",5278-05022,"Tibial Half Block(flat) 5mm, 2#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002805,"Tibial Half Block(flat) 5mm, 3#, Right","Tibial Half Block(flat) 5mm, 3#, Right",5278-05032,"Tibial Half Block(flat) 5mm, 3#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002807,"Tibial Half Block(flat) 5mm, 4#, Right","Tibial Half Block(flat) 5mm, 4#, Right",5278-05042,"Tibial Half Block(flat) 5mm, 4#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002809,"Tibial Half Block(flat) 5mm, 5#, Right","Tibial Half Block(flat) 5mm, 5#, Right",5278-05052,"Tibial Half Block(flat) 5mm, 5#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002811,"Tibial Half Block(flat) 5mm, 6#, Right","Tibial Half Block(flat) 5mm, 6#, Right",5278-05062,"Tibial Half Block(flat) 5mm, 6#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002813,"Tibial Half Block(flat) 5mm, 7#, Right","Tibial Half Block(flat) 5mm, 7#, Right",5278-05072,"Tibial Half Block(flat) 5mm, 7#, Right",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002790,"Tibial Half Block(flat) 10mm, 2#, Left","Tibial Half Block(flat) 10mm, 2#, Left",5278-10021,"Tibial Half Block(flat) 10mm, 2#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
00-00002792,"Tibial Half Block(flat) 10mm, 3#, Left","Tibial Half Block(flat) 10mm, 3#, Left",5278-10031,"Tibial Half Block(flat) 10mm, 3#, Left",Chunli Knee,Ժամկետով ապրանքներ,Без НДС,հատ,9021
