code_1c,sku_ref,description,group,item_type,uom,suggested_tracking,risk_level,needs_user_review,reason,flags,approved_tracking,user_note
00-00000156,54505,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / XS-A - 20mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000182,54550,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000181,54506,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000180,54551,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000179,54507,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 12mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000178,54552,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 13mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000177,54508,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 14mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000176,54553,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 15mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000175,54509,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 17mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000174,54510,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / B-C - 20mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000173,54554,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000172,54511,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000171,54555,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000170,54512,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 12mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000169,54556,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 13mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000168,54513,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 14mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000167,54557,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 15mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000166,54514,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 17mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000165,54515,"GKS PRIME FLEX: PS UHMWPE Insert, Size 4-6 / D-E - 20mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000155,54588,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000154,54516,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000153,54589,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000152,54517,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 12mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000151,54590,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 13mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000150,54518,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 14mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000149,54591,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 15mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000148,54519,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 17mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000147,54520,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / B-C - 20mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000146,54592,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000145,54592E,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 09mm E",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000144,54521,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000143,54593,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000142,54522,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 12mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000141,54594,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 13mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000140,54523,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 14mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000139,54595,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 15mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000138,54524,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 17mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000137,54525,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / D-E - 20mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000136,54596,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000135,54526,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000134,54597,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000133,54597E,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 11mm E",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000132,54527,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 12mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000131,54598,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 13mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000130,54528,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 14mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000129,54599,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 15mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000128,54529,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 17mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000127,54530,"GKS PRIME FLEX: PS UHMWPE Insert, Size 7-10 / F-G - 20mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000187,54531,"GKS PRIME FLEX: PS UHMWPE Insert, Size 11-13 / D-E - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000184,54536,"GKS PRIME FLEX: PS UHMWPE Insert, Size 11-13 / F-G - 10mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000188,54600,"GKS PRIME FLEX: PS UHMWPE Insert, Size 11-13 / D-E - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000186,54601,"GKS PRIME FLEX: PS UHMWPE Insert, Size 11-13 / D-E - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000185,54604,"GKS PRIME FLEX: PS UHMWPE Insert, Size 11-13 / F-G - 09mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000183,54605,"GKS PRIME FLEX: PS UHMWPE Insert, Size 11-13 / F-G - 11mm",Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000117,54471,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size XS - MAGENTA,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000126,54472,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size A - MAGENTA,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000125,54473,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size B - GREEN,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000124,54474,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size C - GREEN,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000123,54475,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size D - RED,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000122,54476,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size E - RED,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000121,54477,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size F - BLUE,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000120,54478,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size G - BLUE,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000119,54479,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size H – ORANGE,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000118,54480,GKS PRIME FLEX: TIBIA TOP cemented Nickel Free - Size I – ORANGE,Permedica - Knee,Ժամկետով ապրանքներ,հատ,BATCH_EXPIRY,MEDIUM,NO,1C item_type says expiry-controlled and no non-sterile override matched,EXPIRY_ITEM_TYPE,,
00-00000211,101.03 5530,"L. Polyaxial Screw Ողնաշարի պոլիաքսիալ պտուտակProdorth, Ti,  5,5mm*30mm,",Prodorth,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000218,101.03 5535,"L. Polyaxial Screw Ողնաշարի պոլիաքսիալ պտուտակ Prodorth Ti , 5,5mm*35mm,",Prodorth,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000210,101.03 5540,"L. Polyaxial Screw Ողնաշարի պոլիաքսիալ պտուտակ Prodorth Ti , 5,5mm*40mm,",Prodorth,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000217,101.03 5545,"L. Polyaxial Screw Ողնաշարի պոլիաքսիալ պտուտակ Prodorth Ti , 5,5mm*45mm,",Prodorth,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000216,101.03 6530,"L. Polyaxial Screw Ողնաշարի պոլիաքսիալ պտուտակ Prodorth Ti , 6,5mm*30mm,",Prodorth,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000215,101.03 6535,"L. Polyaxial Screw Ողնաշարի պոլիաքսիալ պտուտակ Prodorth Ti , 6,5mm*35mm,",Prodorth,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000214,101.03 6540,"L. Polyaxial Screw Ողնաշարի պոլիաքսիալ պտուտակ Prodorth Ti , 6,5mm*40mm,",Prodorth,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000213,101.03 6545,"L. Polyaxial Screw Ողնաշարի պոլիաքսիալ պտուտակ Prodorth Ti , 6,5mm*45mm,",Prodorth,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000212,101.03 6550,"L. Polyaxial Screw Ողնաշարի պոլիաքսիալ պտուտակ Prodorth Ti , 6,5mm*50mm,",Prodorth,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000689,8001.4530,"Poly-axial broken type pedicle screw, 4.5mm*30mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000688,8001.5035,"Poly-axial broken type pedicle screw, 5.0mm*35mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000687,8001.5040,"Poly-axial broken type pedicle screw, 5.0mm*40mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000686,8001.5540,"Poly-axial broken type pedicle screw, 5.5mm*40mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000685,8001.5545,"Poly-axial broken type pedicle screw, 5.5mm*45mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000684,8001.5550,"Poly-axial broken type pedicle screw, 5.5mm*50mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000683,8001.6040,"Poly-axial broken type pedicle screw, 6.0mm*40mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000682,8001.6045,"Poly-axial broken type pedicle screw, 6.0mm*45mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000681,8001.6535,"Poly-axial broken type pedicle screw, 6.5mm*35mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000676,8001.6540,"Poly-axial broken type pedicle screw, 6.5mm*40mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000680,8001.6545,"Poly-axial broken type pedicle screw, 6.5mm*45mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000679,8001.6550,"Poly-axial broken type pedicle screw, 6.5mm*50mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000678,8001.7045,"Poly-axial broken type pedicle screw, 7.0mm*45mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000677,8001.7050,"Poly-axial broken type pedicle screw, 7.0mm*50mm, Ti",Gather,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000690,Bombay,"PEDICAL HOOK,Ti",Gather,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00000638,40304.6.5.35,"ZMD, Broken-type Multi-Axial U-shaped Screws, 6.5mm*35mm, Ti",Zimede,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00000668,042892012,"Zimede, 2.0mm Snap-off Screw, 12mm, Ti",Zimede,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
