code_1c,sku_ref,description,group,item_type,uom,suggested_tracking,risk_level,needs_user_review,reason,flags,approved_tracking,user_note
00-00002221,2201.5038,"ZM Locking screw 5.0mm,38mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002222,2201.5040,"ZM Locking screw 5.0mm,40mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002223,2201.5042,"ZM Locking screw 5.0mm,42mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002224,2201.5044,"ZM Locking screw 5.0mm,44mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002225,2201.5046,"ZM Locking screw 5.0mm,46mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002226,2201.5048,"ZM Locking screw 5.0mm,48mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002227,2201.5050,"ZM Locking screw 5.0mm,50mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002228,2201.5055,"ZM Locking screw 5.0mm,55mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002229,2201.5060,"ZM Locking screw 5.0mm,60mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002230,2201.5065,"ZM Locking screw 5.0mm,65mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002231,2201.5070,"ZM Locking screw 5.0mm,70mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002232,2201.5075,"ZM Locking screw 5.0mm,75mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002233,2201.5080,"ZM Locking screw 5.0mm,80mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002234,2201.5085,"ZM Locking screw 5.0mm,85mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002235,2201.5090,"ZM Locking screw 5.0mm,90mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002128,30238-65.S.45,"ZM Cortex Cancellous Full screw 6.5mm,45mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002129,30238-65.S.55,"ZM Cortex Cancellous Full screw 6.5mm,55mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002130,30238-65.S.65,"ZM Cortex Cancellous Full screw 6.5mm,65mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002131,30238-65.S.70,"ZM Cortex Cancellous Full screw 6.5mm,70mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002132,30238-65.S.75,"ZM Cortex Cancellous Full screw 6.5mm,75mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002133,30238-65.S.80,"ZM Cortex Cancellous Full screw 6.5mm,80mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002134,30238-65.S.85,"ZM Cortex Cancellous Full screw 6.5mm,85mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002135,30238-65.S.90,"ZM Cortex Cancellous Full screw 6.5mm,90mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002117,30237-65.S.40,"ZM Cortex Cancellous 1/2 screw 6.5mm,40mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002118,30237-65.S.45,"ZM Cortex Cancellous 1/2 screw 6.5mm,45mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002119,30237-65.S.50,"ZM Cortex Cancellous 1/2 screw 6.5mm,50mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002120,30237-65.S.55,"ZM Cortex Cancellous 1/2 screw 6.5mm,55mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002121,30237-65.S.60,"ZM Cortex Cancellous 1/2 screw 6.5mm,60mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002122,30237-65.S.65,"ZM Cortex Cancellous 1/2 screw 6.5mm,65mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002123,30237-65.S.70,"ZM Cortex Cancellous 1/2 screw 6.5mm,70mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002124,30237-65.S.75,"ZM Cortex Cancellous 1/2 screw 6.5mm,75mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002125,30237-65.S.80,"ZM Cortex Cancellous 1/2 screw 6.5mm,80mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002126,30237-65.S.85,"ZM Cortex Cancellous 1/2 screw 6.5mm,85mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002127,30237-65.S.90,"ZM Cortex Cancellous 1/2 screw 6.5mm,90mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002292,1101.3512,"ZM Cortex screw 3.5mm,12mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002293,1101.3514,"ZM Cortex screw 3.5mm,14mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002294,1101.3516,"ZM Cortex screw 3.5mm,16mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002295,1101.3518,"ZM Cortex screw 3.5mm,18mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002296,1101.3520,"ZM Cortex screw 3.5mm,20mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002297,1101.3522,"ZM Cortex screw 3.5mm,22mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002298,1101.3524,"ZM Cortex screw 3.5mm,24mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002299,1101.3526,"ZM Cortex screw 3.5mm,26mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002300,1101.3528,"ZM Cortex screw 3.5mm,28mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002301,1101.3530,"ZM Cortex screw 3.5mm,30mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002302,1101.3532,"ZM Cortex screw 3.5mm,32mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002303,1101.3534,"ZM Cortex screw 3.5mm,34mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002304,1101.3536,"ZM Cortex screw 3.5mm,36mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002305,1101.3538,"ZM Cortex screw 3.5mm,38mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002306,1101.3540,"ZM Cortex screw 3.5mm,40mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002307,1101.3542,"ZM Cortex screw 3.5mm,42mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002308,1101.3544,"ZM Cortex screw 3.5mm,44mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002309,1101.3546,"ZM Cortex screw 3.5mm,46mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002310,1101.3548,"ZM Cortex screw 3.5mm,48mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002311,1101.3550,"ZM Cortex screw 3.5mm,50mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002279,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,28mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002280,300240.4.0.30.S.S,"ZM Cortex  screw 1/2 4.0mm,30mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002281,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,32mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002282,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,34mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002283,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,36mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002284,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,38mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002285,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,40mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002286,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,42mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002287,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,44mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002288,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,46mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002289,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,48mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002290,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,50mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002291,300240.4.0.28.S.S,"ZM Cortex  screw 1/2 4.0mm,55mm S.S",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002323,3201.3014,"ZM Herbert Screw, 3.0/14mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002313,3201.3034,"ZM Herbert Screw, 3.0/34mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002318,3201.3024,"ZM Herbert Screw, 3.0/24mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002322,3201.3016,"ZM Herbert Screw, 3.0/16mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002321,3201.3018,"ZM Herbert Screw, 3.0/18mm, Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002320,3201.3020,"ZM Herbert Screw, 3.0/20mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002319,3201.3022,"ZM Herbert Screw, 3.0/22mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002314,3201.3032,"ZM Herbert Screw, 3.0/32mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002315,3201.3030,"ZM Herbert Screw, 3.0/30mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002316,3201.3028,"ZM Herbert Screw, 3.0/28mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002317,3201.3026,"ZM Herbert Screw, 3.0/26mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002312,9000.0624,ZM K-wire for Herbert,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002268,3102.7360,ZM Cannulated Single -headed Comp. Screws SS 7.3mm/60mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002269,3102.7365,ZM Cannulated Single -headed Comp. Screws SS 7.3mm/65mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002270,3102.7370,ZM Cannulated Single -headed Comp. Screws SS 7.3mm/70mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002271,3102.7375,ZM Cannulated Single -headed Comp. Screws SS 7.3mm/75mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002272,3102.7380,ZM Cannulated Single -headed Comp. Screws SS 7.3mm/80mm,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002262,30243.7.3.85,ZM Cannulated  Screws 7.3mm/85mm SS,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002264,30243.7.3.95,ZM Cannulated  Screws 7.3mm/95 mm SS,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002261,30243.7.3.105,ZM Cannulated  Screws 7.3mm/105mm SS,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002260,30243.7.3.100,ZM Cannulated  Screws 7.3mm/100 mm SS,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002263,30243.7.3.90,ZM Cannulated  Screws 7.3mm/90 mm SS,ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002259,"30243,1",washer for cannulated screw 7.3 mm,BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002334,042892012,"DM Snap-off Screw, 2.0 mm/12mm",DOUBLE MDDICAL,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002336,042892014,"DM Snap-off Screw, 2.0 mm/14mm",DOUBLE MDDICAL,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002339,042902714,"DM Snap-off Screw, 2.7 mm/14mm",DOUBLE MDDICAL,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002337,042902712,"DM Snap-off Screw, 2.7 mm/12mm",DOUBLE MDDICAL,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002338,0429027713,"DM Snap-off Screw, 2.7 mm/13mm",DOUBLE MDDICAL,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002335,042892013,"DM Snap-off Screw, 2.0 mm/13mm",DOUBLE MDDICAL,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002332,030740010,"DM Laminoplasty Mini Plate, T-shaped, narrow mouth Ti, 10mm",DOUBLE MDDICAL,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002333,030740014,"DM Laminoplasty Mini Plate, T-shaped, narrow mouth Ti, 14mm",DOUBLE MDDICAL,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002331,3245452610,"Bon M., Laminoplasty Plate, T-shaped, narrow mouth Ti, 10mm",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002266,30243.4.5.50,"ZM Cannulated Screw, 4.5/50mm  Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002265,30243.4.5.46,"ZM Cannulated Screw, 4.5/46mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002267,30243.4.5.56,"ZM Cannulated Screw, 4.5/56mm Ti",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002277,3202.4038,"ZM Cannulated Single -headed Comp. Screws Ti, 4.0/38mm",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002276,3202.4036,"ZM Cannulated Single -headed Comp. Screws Ti, 4.0/36mm",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002275,3202.4034,"ZM Cannulated Single -headed Comp. Screws Ti, 4.0/34mm",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002274,3202.4032,"ZM Cannulated Single -headed Comp. Screws Ti, 4.0/32mm",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002273,3202.4030,"ZM Cannulated Single -headed Comp. Screws Ti, 4.0/30mm",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002278,3202.4040,"ZM Cannulated Single -headed Comp. Screws Ti, 4.0/40mm",ZMD Screws,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002258,30243.1,"BOMBAY, washer for cannulated screw 4.0/4.5",BOMBAY,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002242,30248.08.250,"ZM K-wire, 0.8/250mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002245,30248.08.1.2.250,"ZM K-wire, 1.2/250mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002244,30248.1.0.300,"ZM K-wire, 1.0/300mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002243,30248.1.0.230,"ZM K-wire, 1.0/230mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002246,30248.1.2.300,"ZM K-wire, 1.2/300 mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002247,30248.1.5.300,"ZM K-wire, 1.5/300 mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002248,30248.2.0.300,"ZM K-wire, 2.0/300mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002249,30248.2.5.250,"ZM K-wire, 2.5/250mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002250,30248.2.5.300,"ZM K-wire, 2.5/300mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002241,30248.3.0.300,"ZM K-wire, 3.0/300mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002251,30248.3.0.250,"ZM K-wire, 3.0/250mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002253,30248.4.0.250,"ZM K-wire, 4.0/250mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002252,30248.4.0.200,"ZM K-wire, 4.0/200mm SS",ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002254,9000.0411,ZM Suture Wire 5m 0.6 mm SS,ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002255,9000.0410,ZM Suture Wire 5m 0.8 mm SS,ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002256,9000.0412,ZM Suture Wire 5m 1.0 mm SS,ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002257,9000.0413,ZM Suture Wire 5m 1.2 mm SS,ZMD Wire,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002328,3010262005B,"BOM Distal Lateral Tibial Locking Plate, right, 5 Holes Ti",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002329,3010262007B,"BOM Distal Lateral Tibial Locking Plate, right, 7 Holes Ti",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002324,3010261011B,"BOM Distal Lateral Tibial Locking Plate, left, 11 Holes Ti",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002330,3010262009B,"BOM Distal Lateral Tibial Locking Plate, right, 9 Holes Ti",Plates,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002348,2A1112060603,"KALEIDO NEURO Burr Hole Cover Plate, Thickness 0.6mm, 6 Holes, Φ17.0mm (HS9021108004)",World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002349,2A1112060604,"KALEIDO NEURO Burr Hole Cover Plate, Thickness 0.6mm, 6 Holes, Φ24.0mm (HS9021108004)",World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002347,2A1112070604,"KALEIDO NEURO Burr Hole Cover for Shunt or Drainage,Thickness0.6mm, 5Holes,Φ24mm (HS9021108004)",World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002350,2A1113020601,"KALEIDO NEURO Straight Plate, 3.2*12.2mm, Thickness 0.6mm, 2 Holes (HS9021108004)",World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002342,2A2220211504,"KALEIDO 1.5mm Screw, self-drilling, 4mm (HS9021108004)",World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,Usual screw is non-sterile REF-only,SCREW,,
00-00002346,WDTO00381,"KALEIDO Drill Bit, Ф1.1mm, drilling depth 4mm, Hexagonal Coupling (HS 9018908409)",World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,Set/kit/instrument/tool is non-sterile,NON_STERILE_TOOLING,,
00-00002353,WDTO02103,"KALEIDO Screwdriver Shaft, Φ1.5mm, cruciform, length 52mm, Hexagonal Coupling (HS 9018908409)",World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,Set/kit/instrument/tool is non-sterile,NON_STERILE_TOOLING,,
00-00002360,WDTO02107,"Screwdriver Handle with Hexagonal Coupling, small(HS 9018908409)",World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,Set/kit/instrument/tool is non-sterile,NON_STERILE_TOOLING,,
00-00002359,WDTO01025,NEURO Plate/Screw Case (HS 9018908409),World Surgery,Հատ,հատ,REF_ONLY,LOW,NO,All plates are non-sterile REF-only,PLATE,,
00-00002354,WDTO01013,Measuring Scale (HS 9018908409) 150*100mm,World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002358,WDTO01007,Modeling Trough (HS 9018908409) 100mm,World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002357,WDTO01022,Modeling Hammer (HS 9018908409) 260mm,World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002366,WDTO01023,Trimming Hammer (HS 9018908409) 300mm,World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002356,WDTO01006,Modeling Forcep (HS 9018908409) 230mm,World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002355,WDTO01021,Mesh Cutter (HS 9018908409) 135mm,World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
00-00002361,121105161010,"Titanium Mesh, Rectangular haped, Thickness 0.6mm (HS9021108004) 100*100*0.6mm",World Surgery,Հատ,հատ,REF_ONLY,MEDIUM,NO,No sterile indicators matched,,,
